nconst,primaryName,primaryProfession,knownForTitles,popularity,known_for_department,profile_path
nm0067391,Stephen Bekassy,"actor,archive_footage","tt0038104,tt0052442,tt0053651,tt0047073",1.267,Acting,https://image.tmdb.org/t/p/original/3XZe74h7UOV2QhKr1ZKQ5y9Pl2u.jpg
nm0604508,Boyd 'Red' Morgan,"actor,stunts,miscellaneous","tt0053651,tt0071517,tt0053593,tt0081576",2.314,Acting,https://image.tmdb.org/t/p/original/xdRf08XIB24BZrXDwNisYHNnJf3.jpg
nm0461642,Ken Knox,"actor,archive_footage","tt0052846,tt0053651,tt0169062",0.067,Acting,
nm0880618,Edgar G. Ulmer,"director,writer,art_department","tt0048411,tt0024894,tt0036046,tt0054641",1.289,Directing,https://image.tmdb.org/t/p/original/uH5SR17ZJwe4y9K1CtkfQerIcCu.jpg
nm0480942,Bernadette Lafont,"actress,director,writer","tt2215395,tt0070359,tt0093505,tt0053666",3.367,Acting,https://image.tmdb.org/t/p/original/yHkTu6s6neajEE9apext8McD6jz.jpg
nm0423332,Clotilde Joano,"actress,archive_footage","tt0065234,tt0053666,tt1369743,tt0275397",1.629,Acting,https://image.tmdb.org/t/p/original/arm1nVsddFB9dkEnONGtZD9x7jW.jpg
nm0000804,Stéphane Audran,"actress,soundtrack,archive_footage","tt0068361,tt0092603,tt0064106,tt0062728",7.294,Acting,https://image.tmdb.org/t/p/original/4M8jwSf6eQvqmHnta1RRCPPIZho.jpg
nm0756756,Lucile Saint-Simon,actress,"tt0053666,tt0054963,tt0197830,tt0055237",1.462,Acting,https://image.tmdb.org/t/p/original/j4aWavjABHOYT1w6apO8sUhLWN7.jpg
nm0078108,Pierre Bertin,"actor,archive_footage","tt0053666,tt0182028,tt0042649,tt0034075",1.396,Acting,https://image.tmdb.org/t/p/original/q384IH4ZAVYabUd9ynR3NE8Jmkd.jpg
nm0561287,Jean-Louis Maury,"actor,miscellaneous,archive_footage","tt0053666,tt0102368,tt0064861,tt0053964",0.36,Acting,https://image.tmdb.org/t/p/original/5oJpzZPkBfCCuNKi7oJHJZqAZ6r.jpg
nm0227514,Albert Dinan,"actor,miscellaneous,soundtrack","tt0053666,tt0159676,tt0045496,tt0193811",1.459,Acting,https://image.tmdb.org/t/p/original/fcfU20fCuaYCp8wrjQbmRuQ2DLe.jpg
nm0632425,Ave Ninchi,"actress,miscellaneous,archive_footage","tt0054189,tt0039966,tt0053666,tt0067778",2.509,Acting,https://image.tmdb.org/t/p/original/64BfpH5GnhMxtwHCRRV3DLKcYgu.jpg
nm0109762,Sacha Briquet,"actor,archive_footage","tt0053666,tt0056312,tt0174129,tt0097318",2.449,Acting,https://image.tmdb.org/t/p/original/n3FoAPDvUil4kaLOjWDm8eR5tT1.jpg
nm0001031,Claude Chabrol,"director,writer,actor","tt0051404,tt0112769,tt0096336,tt0120018",4.5,Directing,https://image.tmdb.org/t/p/original/myzAC2aVHhqLxzb7Bqo7xVtOloG.jpg
nm0000069,Frank Sinatra,"music_artist,actor,producer","tt0045793,tt0056218,tt0049314,tt0052218",9.139,Acting,https://image.tmdb.org/t/p/original/dafKPsivu50RdChBSrgGmMRenYt.jpg
nm0002001,Maurice Chevalier,"actor,writer,music_department","tt0051658,tt0025493,tt0020112,tt0050658",3.993,Acting,https://image.tmdb.org/t/p/original/zABRw3iRFqqKV0xB3Z3VcsJDfad.jpg
nm0431139,Louis Jourdan,"actor,production_manager,soundtrack","tt0086034,tt0051658,tt0084745,tt0039694",2.732,Acting,https://image.tmdb.org/t/p/original/pHLHxUSvj1usU8jVAADGKDO5PZ7.jpg
nm0699120,Juliet Prowse,"actress,soundtrack,archive_footage","tt0053690,tt0053848,tt0056745,tt0061245",4.341,Acting,https://image.tmdb.org/t/p/original/tgDxGsBfsCfbl8l3VL7EV7ByxpP.jpg
nm0067589,Leon Belasco,"actor,miscellaneous,soundtrack","tt0039701,tt0033963,tt0042268,tt0053524",2.408,Acting,https://image.tmdb.org/t/p/original/AuimSqbQ7lmRNIUmuMEkGguamJ9.jpg
nm0626234,John A. Neris,actor,"tt0077869,tt0056745,tt0053690,tt0055666",0.001,Acting,
nm0215968,Jean Del Val,"actor,miscellaneous,archive_footage","tt0050419,tt0060397,tt0041856,tt0010499",2.103,Acting,https://image.tmdb.org/t/p/original/3JyToN4VZ4Gwcoia9MpeF1MTFmR.jpg
nm0485943,Walter Lang,"director,writer,miscellaneous","tt0049408,tt0045592,tt0053690,tt0019211",3.098,Directing,https://image.tmdb.org/t/p/original/l5dJgokkaid1ZjQvdUW9lNpfb2B.jpg
nm0001229,Glenn Ford,"actor,producer,soundtrack","tt0038559,tt0078346,tt0055312,tt0045555",10.129,Acting,https://image.tmdb.org/t/p/original/d6Vk69m5NAgMSgo4LmDm748wwm7.jpg
nm0770730,Maria Schell,"actress,producer,miscellaneous","tt0078346,tt0049259,tt0050782,tt0043477",7.967,Acting,https://image.tmdb.org/t/p/original/233wh3jTQq1Mq2OZbcvohV3CTkS.jpg
nm0000879,Anne Baxter,"actress,soundtrack,archive_footage","tt0042192,tt0049833,tt0035015,tt0038873",9.763,Acting,https://image.tmdb.org/t/p/original/hA4sSo73pyAlCfN0Etmu4CkrTZE.jpg
nm0640023,Arthur O'Connell,"actor,soundtrack,archive_footage","tt0052561,tt0069113,tt0048491,tt0060397",4.457,Acting,https://image.tmdb.org/t/p/original/jJh2FxbrpIm5GzIMP8uA0cWNQdc.jpg
nm0848560,Russ Tamblyn,"actor,writer,miscellaneous","tt0055614,tt0047472,tt0057129,tt0042451",6.036,Acting,https://image.tmdb.org/t/p/original/gRR6IVJQNdg9FZdPOkkeMxkMQBC.jpg
nm0564790,Mercedes McCambridge,"actress,soundtrack,archive_footage","tt0049261,tt0041113,tt0070047,tt0047136",3.646,Acting,https://image.tmdb.org/t/p/original/tAc5xZvGieKhKuc2AEMoXNAtGFc.jpg
nm0607558,Vic Morrow,"actor,director,writer","tt0055666,tt0086491,tt0085124,tt0074174",4.465,Acting,https://image.tmdb.org/t/p/original/i9UyJ4ltwwpnqeqbdA1FUPJjdP8.jpg
nm0569902,Charles McGraw,"actor,archive_footage","tt0054331,tt0056869,tt0057193,tt0044954",3.295,Acting,https://image.tmdb.org/t/p/original/ufUi3tG67j3WWWnMvbl2x8cDryU.jpg
nm0604702,Harry Morgan,"actor,director,soundtrack","tt0068098,tt0036244,tt0044706,tt0053946",6.564,Acting,https://image.tmdb.org/t/p/original/wOcBYXYJsvGziclaLTkv0TEXDxe.jpg
nm0000752,Judith Anderson,"actress,soundtrack,archive_footage","tt0032976,tt0088170,tt0037008,tt0051459",4.57,Acting,https://image.tmdb.org/t/p/original/33Ree0GhYJoxQuh1vAjyGsoKiS4.jpg
nm0798328,Henry Silva,"actor,archive_footage","tt0056218,tt0165798,tt0094602,tt0088936",7.306,Acting,https://image.tmdb.org/t/p/original/lPXDv2K8tkFMnEQsDGmeIMSPxiq.jpg
nm0404665,Robert Hutton,"actor,writer,director","tt0062360,tt0044072,tt0038652,tt0035799",1.609,Acting,https://image.tmdb.org/t/p/original/aUfMVxfj60iQA1AdVHsS0UKn7Vy.jpg
nm0059831,Count Basie,"music_department,actor,composer","tt0213149,tt0235737,tt0270288,tt0081398",2.093,Acting,https://image.tmdb.org/t/p/original/kc08dcn3XSSNVUrvnWXbg9Q5usr.jpg
nm0930920,Joe Williams,"actor,soundtrack,archive_footage","tt1300854,tt0119668,tt0083064,tt0086873",1.339,Acting,https://image.tmdb.org/t/p/original/noSob9Vv759eu7YxK2RQRUQuYsJ.jpg
nm0016402,Anna Maria Alberghetti,"actress,soundtrack,archive_footage","tt0051066,tt0053716,tt0202441,tt0046364",1.736,Acting,https://image.tmdb.org/t/p/original/cS2i79VeQQzbpe5O59XxOwnMvbZ.jpg
nm0076570,Shari Lee Bernath,actress,"tt0052520,tt0051312,tt0055657,tt0051293",2.027,Acting,https://image.tmdb.org/t/p/original/8EFJiHLwdEJ1XAW3fDOjRhb5rSW.jpg
nm0850895,Frank Tashlin,"director,writer,producer","tt0051196,tt0049263,tt0052141,tt0047840",3.277,Directing,https://image.tmdb.org/t/p/original/ejtsIZg2399mxvZeOaTQw7FlJMf.jpg
nm0000068,Randolph Scott,"actor,producer,miscellaneous","tt0056412,tt0026942,tt0029284,tt0051047",5.436,Acting,https://image.tmdb.org/t/p/original/r46XgQMSRVwmQLn3NhUseU32ZuW.jpg
nm0309607,Nancy Gates,"actress,soundtrack,archive_footage","tt0049964,tt0044896,tt0047542,tt0034810",2.16,Acting,https://image.tmdb.org/t/p/original/3jOEc0j4THNk9RCzKdCzSxEz8Zd.jpg
nm0015391,Claude Akins,"actor,soundtrack,archive_footage","tt0069768,tt0053946,tt0053221,tt0046816",16.275,Acting,https://image.tmdb.org/t/p/original/bPj4MN7pI96WiIp0vK7cyNY0wtX.jpg
nm0392945,Skip Homeier,"actor,director,archive_footage","tt0042531,tt0051047,tt0060028,tt0059221",6.202,Acting,https://image.tmdb.org/t/p/original/2eKOsEx6JI9Fsh8LOAAhwUw2eXo.jpg
nm0751802,Richard Rust,"actor,soundtrack,archive_footage","tt0094894,tt0055571,tt0053729,tt0054550",2.485,Acting,https://image.tmdb.org/t/p/original/x3MxZXASf4BnGUuBchZHQjSStiF.jpg
nm0112203,Rand Brooks,"actor,miscellaneous,director","tt0031381,tt0436502,tt0030079,tt0044920",4.49,Acting,https://image.tmdb.org/t/p/original/mwZQYR7h2vydfAdLJgUYnh0mv5q.jpg
nm0425007,Dyke Johnson,actor,"tt0053729,tt0055710",0.106,Acting,
nm0393464,Foster Hood,actor,"tt0126848,tt0065146,tt0060016,tt0058792",0.565,Acting,
nm0596708,Joe Molina,actor,tt0032164,0.391,Acting,
nm0000763,Dana Andrews,"actor,soundtrack,archive_footage","tt0037008,tt0036868,tt0037691,tt0049949",7.542,Acting,https://image.tmdb.org/t/p/original/gTZaqIS441ejTsQmfZff6SHvWja.jpg
nm0281766,Rhonda Fleming,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259",7.276,Acting,https://image.tmdb.org/t/p/original/icEoh2kp7suY2BLNAVlWkuMjnRi.jpg
nm0956544,Efrem Zimbalist Jr.,"actor,soundtrack,archive_footage","tt0062467,tt0106364,tt0051247,tt0102059",4.381,Acting,https://image.tmdb.org/t/p/original/d1xwCJUtKxddiO3r1WAZQehd0is.jpg
nm0449734,John Kerr,"actor,soundtrack,archive_footage","tt0049829,tt0052225,tt0055304,tt0047944",7.234,Acting,https://image.tmdb.org/t/p/original/nCpJUyot5fb9R1ySzA0NIeWMZvC.jpg
nm0004282,Anne Francis,"actress,soundtrack,archive_footage","tt0049223,tt0047849,tt0059678,tt0058814",11.663,Acting,https://image.tmdb.org/t/p/original/hcckb43OvvQbrdqOotqWcvLPXbg.jpg
nm0943978,Keenan Wynn,"actor,stunts,soundtrack","tt0057012,tt0042200,tt0039853,tt0084237",9.526,Acting,https://image.tmdb.org/t/p/original/bO88300vMddcIXuRZvMm5QLXdr.jpg
nm0001148,Troy Donahue,"actor,soundtrack,archive_footage","tt0053320,tt0051948,tt0099329,tt0071562",6.334,Acting,https://image.tmdb.org/t/p/original/uA02pDqGnuISqTXmsmLMiNWcl8h.jpg
nm0544064,Joe Mantell,"actor,soundtrack,archive_footage","tt0048356,tt0071315,tt0056869,tt0100828",2.3,Acting,https://image.tmdb.org/t/p/original/tBRWb2XDzupDaGQo1J1taMn1Dzn.jpg
nm0446763,Patsy Kelly,"actress,soundtrack,archive_footage","tt0063522,tt0029318,tt0025173,tt0030442",3.036,Acting,https://image.tmdb.org/t/p/original/sef7GYVzHFNUYz9E6SoR7A2Ygc6.jpg
nm0561928,Donald May,"actor,archive_footage","tt0048860,tt0053533,tt0060420,tt0053742",2.366,Acting,https://image.tmdb.org/t/p/original/4F9kZxffUPoc5ufR8rFE6Wr0sh9.jpg
nm0709094,Ward Ramsey,actor,"tt0053768,tt0055824,tt0055100,tt0053879",1.927,Acting,https://image.tmdb.org/t/p/original/fakyEmQ7SjpaQQR0D6P4VE623RA.jpg
nm0525566,Paul Lukather,actor,"tt0087298,tt0249008,tt0247477,tt0053768",3.706,Acting,https://image.tmdb.org/t/p/original/2m7AgttbYdbYEGPDUBQjl41mnPP.jpg
nm0730808,Alan Roberts,actor,"tt0053768,tt0048893,tt0046587,tt0054519",2.286,Acting,
nm0257172,Fred Engelberg,"actor,miscellaneous","tt0053768,tt0051881,tt7142152",0.001,Acting,
nm0871571,Wayne C. Treadway,actor,"tt0053768,tt0041023,tt0040793,tt0047736",0.01,Acting,
nm0206754,Howard Dayton,actor,"tt0086345,tt0053768,tt0061277,tt0099458",0.63,Acting,
nm5880869,James Logan,"actor,archive_footage","tt0045458,tt0046011,tt0048465,tt0053768",0.565,Acting,
nm0947105,Irvin S. Yeaworth Jr.,"director,producer,cinematographer","tt0051418,tt0052530,tt0053768,tt0125750",0.319,Directing,
nm0000044,Burt Lancaster,"actor,producer,miscellaneous","tt0045793,tt0085859,tt0051036,tt0057091",15.981,Acting,https://image.tmdb.org/t/p/original/oun90iqgrb7A81rkV5Ap8tOXbI6.jpg
nm0001739,Jean Simmons,"actress,soundtrack,archive_footage","tt0048140,tt0054331,tt0040416,tt0085101",12.405,Acting,https://image.tmdb.org/t/p/original/scbR91Bl4SbfQqhXaH6OfhjxfYt.jpg
nm0447913,Arthur Kennedy,"actor,archive_footage","tt0056172,tt0043361,tt0050839,tt0041239",3.228,Acting,https://image.tmdb.org/t/p/original/fDbTcQYSLDjfGetwF1mEwdFLSnG.jpg
nm0429250,Shirley Jones,"actress,soundtrack,archive_footage","tt0056262,tt0053793,tt0456554,tt0065333",9.203,Acting,https://image.tmdb.org/t/p/original/oUB7Sj8tV7UCwTAwWnrjcoDQ9FV.jpg
nm0656303,Patti Page,"actress,writer,soundtrack","tt0099423,tt5164214,tt0401445,tt1437358",1.606,Acting,https://image.tmdb.org/t/p/original/otxNQhalRPYHciOchz4bWVZAoI8.jpg
nm0028647,Edward Andrews,"actor,soundtrack,archive_footage","tt0088128,tt0087363,tt0066473,tt0058571",8.48,Acting,https://image.tmdb.org/t/p/original/3Dm2WcoxINcW42vHRgSHiu4wW3V.jpg
nm0570615,John McIntire,"actor,soundtrack,archive_footage","tt0054215,tt0098536,tt0042208,tt0076618",12.524,Acting,https://image.tmdb.org/t/p/original/knjm7tflaLTysmynYUnvJgv5wIq.jpg
nm0549280,Hugh Marlowe,"actor,archive_footage","tt0042192,tt0043456,tt0042788,tt0049169",4.256,Acting,https://image.tmdb.org/t/p/original/5GyNiSiS9RQduMt0JlFn8jCnKb2.jpg
nm0549557,Joe Maross,"actor,archive_footage","tt0067774,tt0060036,tt0039123,tt0077000",3.844,Acting,https://image.tmdb.org/t/p/original/xM9RFewA4KzEDpXJCW3MI915gaM.jpg
nm0002072,Mel Ferrer,"actor,director,miscellaneous","tt0046000,tt0049934,tt0053454,tt0045966",7.484,Acting,https://image.tmdb.org/t/p/original/hZ26k2hpOlqmWs4c9lkqGFfGW27.jpg
nm0553349,Elsa Martinelli,"actress,costume_department,soundtrack","tt0056059,tt0049153,tt0061981,tt0057427",3.246,Acting,https://image.tmdb.org/t/p/original/nfDkkIsmXjbRFckp8UDOsjGdTdL.jpg
nm0883006,Annette Stroyberg,"actress,archive_footage","tt0053002,tt0053802,tt0217117,tt0056512",2.195,Acting,https://image.tmdb.org/t/p/original/n2a9ehxSEG97SV74o5KSMlB44M3.jpg
nm0154290,René-Jean Chauffard,"actor,archive_sound","tt0280292,tt0048008,tt0154139,tt0053802",0.901,Acting,https://image.tmdb.org/t/p/original/cBpB0YofSW6DrNPTa6JakrUVMyw.jpg
nm0267500,Gabriella Farinon,actress,"tt0054330,tt0208469,tt0053802,tt0158540",1.508,Acting,https://image.tmdb.org/t/p/original/6h2TvQvHIaHIPNGJ2lhugMyJmvN.jpg
nm0676214,Edith Peters,"actress,soundtrack","tt0054729,tt0054246,tt0053802,tt0056104",1.397,Acting,https://image.tmdb.org/t/p/original/xjnrDTgJUyxWG4qxHjbBtYE4yan.jpg
nm0671862,Roger Vadim,"writer,director,actor","tt0062711,tt0060271,tt0050929,tt0056404",2.837,Directing,https://image.tmdb.org/t/p/original/4XSfnQquQ56Wn0dvlVC8m60lzNA.jpg
nm0000056,Paul Newman,"actor,producer,director","tt0054997,tt0257044,tt0084855,tt0110684",25.172,Acting,https://image.tmdb.org/t/p/original/bP2fByqNR7BorsUNuD6nSm0u2vJ.jpg
nm0001693,Eva Marie Saint,"actress,producer,soundtrack","tt0047296,tt0053125,tt0348150,tt1837709",6.458,Acting,https://image.tmdb.org/t/p/original/eVkxf868DqzVn9HIlSJHUhRoGA7.jpg
nm0724732,Ralph Richardson,"actor,director,producer","tt0059113,tt0041452,tt0081633,tt0040338",3.001,Acting,https://image.tmdb.org/t/p/original/rPGUnz38kKtFfYmmEqVAjqZPA10.jpg
nm0492444,Peter Lawford,"actor,producer,director","tt0056197,tt0053804,tt0039431,tt0037988",6.953,Acting,https://image.tmdb.org/t/p/original/bRZ2A4UR2JMMQxw0VxcMBQDgVQs.jpg
nm0002011,Lee J. Cobb,"actor,director,soundtrack","tt0050083,tt0047296,tt0053804,tt0070047",12.28,Acting,https://image.tmdb.org/t/p/original/dMpk9Xd3BqGOGHyOA1wQCcF8v1I.jpg
nm0000543,Sal Mineo,"actor,writer,music_department","tt0053804,tt0048545,tt0067065,tt0049261",7.185,Acting,https://image.tmdb.org/t/p/original/glfs6BXlFIMprrJSuiT74VzJIOJ.jpg
nm0001135,John Derek,"actor,director,cinematographer","tt0049833,tt0099656,tt0086987,tt0041555",6.735,Acting,https://image.tmdb.org/t/p/original/eQb5Tq9oyHUVBZsiLyBSMPOfItJ.jpg
nm0341518,Hugh Griffith,"actor,soundtrack,archive_footage","tt0052618,tt0060522,tt0063385,tt0057590",6.066,Acting,https://image.tmdb.org/t/p/original/lPIIJDevyALBfQYqMBXiYmnDckw.jpg
nm0043875,Felix Aylmer,"actor,archive_footage","tt0040416,tt0044760,tt0053085,tt0045966",5.27,Acting,https://image.tmdb.org/t/p/original/aWeSVWt3e6d897mHKSQRiXwmF57.jpg
nm0695937,Otto Preminger,"director,producer,actor","tt0046359,tt0052561,tt0037008,tt0046828",3.364,Directing,https://image.tmdb.org/t/p/original/zmJuWBIbWURkB138eD9IPVzpAUt.jpg
nm0001362,Bob Hope,"actor,producer,writer","tt0032520,tt0031143,tt0039645,tt0041429",8.893,Acting,https://image.tmdb.org/t/p/original/4TNYeks5q1dNKszFxOmL4pCjEvn.jpg
nm0000840,Lucille Ball,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",11.164,Acting,https://image.tmdb.org/t/p/original/HpqB6dUz4eqZnOjk5xEuHCvp5Y.jpg
nm0404046,Ruth Hussey,"actress,archive_footage,archive_sound","tt0032904,tt0037415,tt0032143,tt0033986",1.674,Acting,https://image.tmdb.org/t/p/original/1O1PXsuZelrq7OD2pI2UJQJdqRU.jpg
nm0214529,Don DeFore,"actor,miscellaneous,soundtrack","tt0040745,tt0039502,tt0041968,tt0044230",5.738,Acting,https://image.tmdb.org/t/p/original/cJQYFdi3ZZoT1HLxNTFvh7oRGBy.jpg
nm0638574,Louis Nye,"actor,soundtrack,archive_footage","tt0264235,tt0048899,tt0088693,tt0087032",2.293,Acting,https://image.tmdb.org/t/p/original/yXf0WKdQoIGqHywanEOkdJLDsS2.jpg
nm0643211,Philip Ober,"actor,archive_footage","tt0045793,tt0053125,tt0059221,tt0042784",2.489,Acting,https://image.tmdb.org/t/p/original/aXZksHM7t7AzMxWCnGvRs05F0PK.jpg
nm0790993,Marianne Stewart,"actress,archive_footage","tt0035500,tt0054519,tt0058213,tt0049857",0.477,Acting,https://image.tmdb.org/t/p/original/azc4WUVJ8B7gyG7CNBTPo0qfe8h.jpg
nm0498608,Peter Leeds,"actor,archive_footage","tt0048724,tt0046729,tt0048317,tt0092925",2.632,Acting,https://image.tmdb.org/t/p/original/lxKP01Y2qRdcDgvKX58Mm6XPPJp.jpg
nm0410280,Hollis Irving,actress,"tt0068067,tt0049999,tt0057733,tt0053742",0.74,Acting,
nm0487140,William Lanteau,actor,"tt0082846,tt0054989,tt0074074,tt0053001",2.015,Acting,https://image.tmdb.org/t/p/original/iHAfRRcvBG5qxhbHxAuZEsvbbzy.jpg
nm0000062,Elvis Presley,"music_artist,actor,music_department","tt0056023,tt0056585,tt0054692,tt0058725",5.712,Acting,https://image.tmdb.org/t/p/original/psf1wJUw48ALsfV3tN31FX0mDW5.jpg
nm0002079,Steve Forrest,"actor,soundtrack,archive_footage","tt0082766,tt0056197,tt0090056,tt0046333",4.809,Acting,https://image.tmdb.org/t/p/original/gIAQMiYS5n9ULS7D363kJvStqlR.jpg
nm0003123,Dolores Del Río,"actress,soundtrack,archive_footage","tt0019305,tt0036577,tt0018318,tt0024025",1.555,Acting,https://image.tmdb.org/t/p/original/wH6xClLg5dkaJEgpSneASQrRVZ8.jpg
nm0010240,Rodolfo Acosta,"actor,archive_footage","tt0045883,tt0368572,tt0040755,tt0055318",5.631,Acting,https://image.tmdb.org/t/p/original/z708yfrb23NJKhrmPLZUjyvrG8v.jpg
nm0842425,Karl Swenson,"actor,soundtrack,archive_footage","tt0057546,tt0056869,tt0055031,tt0067927",10.772,Acting,https://image.tmdb.org/t/p/original/36uUxu4K8WQi8oZJMsciKzu15kS.jpg
nm0707077,Ford Rainey,"actor,archive_footage","tt0082495,tt0050086,tt0071970,tt0056777",5.975,Acting,https://image.tmdb.org/t/p/original/dt0TDfYqkh0WD3hsQUzvQJS3Xh1.jpg
nm0001395,Richard Jaeckel,"actor,soundtrack,archive_footage","tt0088172,tt0061578,tt0083530,tt0070518",11.105,Acting,https://image.tmdb.org/t/p/original/bqPHmgKzNOWU58GtoB2SDiH8MHV.jpg
nm0796923,Don Siegel,"director,producer,editorial_department","tt0079116,tt0066999,tt0049366,tt0067588",3.85,Directing,https://image.tmdb.org/t/p/original/wjhr8oJr3fVfOphN7lIlr0R6nF9.jpg
nm0001485,Myrna Loy,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",11.431,Acting,https://image.tmdb.org/t/p/original/rNzjcOeTmJkyE8LMHdF3iYUCkPz.jpg
nm0000839,Ina Balin,"actress,writer,producer","tt0053841,tt0054757,tt0058456,tt0059245",8.324,Acting,https://image.tmdb.org/t/p/original/xJvwyBVEEbADLej2Uu93TLK3BaZ.jpg
nm0000748,Leon Ames,"actor,soundtrack,archive_footage","tt0091738,tt0037059,tt0066473,tt0043880",3.669,Acting,https://image.tmdb.org/t/p/original/QyNQUvF8jD6sNdBY0a3O3hgLSQ.jpg
nm0020490,Elizabeth Allen,"actress,archive_footage","tt0057007,tt0068337,tt0056757,tt0053841",2.75,Acting,https://image.tmdb.org/t/p/original/p64kcsFnMtcnT3PEH615WQk1RuM.jpg
nm0342732,George Grizzard,"actor,archive_footage","tt0418689,tt0086927,tt0079153,tt0073952",5.679,Acting,https://image.tmdb.org/t/p/original/nGhVTWuoYbYfTnzZqxrWY9F0p6p.jpg
nm0641929,Patrick O'Neal,"actor,archive_footage","tt0105690,tt0073747,tt0070903,tt0059309",5.474,Acting,https://image.tmdb.org/t/p/original/548qVH7cHA4qbA4sgN5qY6rn3xs.jpg
nm0733476,Mark Robson,"director,producer,editor","tt0050839,tt0034587,tt0041239,tt0043361",3.165,Directing,https://image.tmdb.org/t/p/original/3oLTKEhJn27s9SSBnzYxkgTsIa1.jpg
nm0412251,Robert Ivers,"actor,miscellaneous,archive_footage","tt0052522,tt0050964,tt0053848,tt0051756",3.219,Acting,https://image.tmdb.org/t/p/original/AqDIXTwiXa7kevfWi9uJDFnpfrt.jpg
nm0235093,James Douglas,actor,"tt0057779,tt0053848,tt0089805,tt0056541",1.664,Acting,https://image.tmdb.org/t/p/original/1Jkkf1Rg4mKp2oPUvHA7OlKimI7.jpg
nm0739815,Letícia Román,actress,"tt0061020,tt0057443,tt0054736,tt0057765",2.459,Acting,https://image.tmdb.org/t/p/original/vepTqA4jH5Pv1ULFgFT2aFPx2cn.jpg
nm0424516,Arch Johnson,"actor,soundtrack,archive_footage","tt0070735,tt0052520,tt0054517,tt0074074",1.541,Acting,https://image.tmdb.org/t/p/original/tPfbCkhkECkO9b5kkwGdlwvp7dB.jpg
nm0461658,Mickey Knox,"actor,miscellaneous,writer","tt0039482,tt0099674,tt0059095,tt0109592",3.209,Acting,https://image.tmdb.org/t/p/original/9dJZUsjJZWKLWRW5BvvqqTQYonD.jpg
nm0399870,John Hudson,"actor,archive_footage","tt0052169,tt0050468,tt0046238,tt0054615",1.44,Acting,https://image.tmdb.org/t/p/original/uOw4cjHRbsG9q3TojMoZJW2ocST.jpg
nm0065481,Kenneth Becker,actor,"tt0065126,tt0050659,tt0052587,tt0053848",1.246,Acting,https://image.tmdb.org/t/p/original/5FHgmnPBGk9ZwNiOwe9HXccuCKp.jpg
nm0851537,Norman Taurog,"director,writer,miscellaneous","tt0029844,tt0022397,tt0045102,tt0029942",3.639,Directing,https://image.tmdb.org/t/p/original/3xm70GFmrRxKAWezI6OEHR8vEEe.jpg
nm0000010,James Cagney,"actor,director,producer","tt0029870,tt0031867,tt0042041,tt0055256",3.085,Acting,https://image.tmdb.org/t/p/original/haDKecHGGb1qh8gAoR3ExiJlujn.jpg
nm0915840,Dennis Weaver,"actor,director,music_department","tt0052311,tt0065317,tt0067023,tt0047736",11.462,Acting,https://image.tmdb.org/t/p/original/ed8NnlU9Kxtmwxb4Io4VlWSIY71.jpg
nm0182626,Ward Costello,"actor,soundtrack,archive_footage","tt0076342,tt0083943,tt0084335,tt0079225",1.302,Acting,https://image.tmdb.org/t/p/original/rn4zm99HoLWTCaH78l07E3tVJTl.jpg
nm0853299,Vaughn Taylor,"actor,archive_footage","tt0054215,tt0074597,tt0051459,tt0065446",10.842,Acting,https://image.tmdb.org/t/p/original/rCrh5P1LADlT8foTKdh5FBsbPcw.jpg
nm0871876,Les Tremayne,"actor,soundtrack,archive_footage","tt0046534,tt0053125,tt0060424,tt0050720",5.236,Acting,https://image.tmdb.org/t/p/original/85FK5hDizjXArLjYMv6v1jEpnb0.jpg
